#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_beyond_the_wall;Beyond the Wall;Beyond the Wall;Beyond the Wall;;Beyond the Wall;;;;;;;;;x
e_beyond_the_wall_adj;Beyond the Waller;;Beyond the Waller;;;;;;;;;;;x
e_braavos;Braavos;Braavos;Braavos;;Braavos;;;;;;;;;x
e_braavos_adj;Braavosi;;braavoser;;;;;;;;;;;x
e_dorne;Dorne;Dorne;Dorne;;Dorne;;;;;;;;;x
e_dorne_adj;Dornish;;dorner;;;;;;;;;;;x
e_the_dusklands;The Dusklands;The Dusklands;The Dusklands;;The Dusklands;;;;;;;;;x
e_the_dusklands_adj;The Dusklander;;The Dusklandser;;;;;;;;;;;x
e_the_iron_islands;The Iron Islands;The Iron Islands;The Iron Islands;;The Iron Islands;;;;;;;;;x
e_the_iron_islands_adj;Ironborn;;The Iron Islandser;;;;;;;;;;;x
e_the_north;The North;The North;The North;;The North;;;;;;;;;x
e_the_north_adj;Northmen;;The Norther;;;;;;;;;;;x
e_the_reach;The Reach;The Reach;The Reach;;The Reach;;;;;;;;;x
e_the_reach_adj;Reachmen;;The Reacher;;;;;;;;;;;x
e_the_riverlands;The Riverlands;The Riverlands;The Riverlands;;The Riverlands;;;;;;;;;x
e_the_riverlands_adj;Riverlander;;The Riverlandser;;;;;;;;;;;x
e_the_stepstones_the_narrow_sea;The Stepstones & The Narrow Sea;The Stepstones & The Narrow Sea;The Stepstones & The Narrow Sea;;The Stepstones & The Narrow Sea;;;;;;;;;x
e_the_stepstones_the_narrow_sea_adj;Stepstoner;;The Stepstones & The Narrow Ser;;;;;;;;;;;x
e_the_stormlands;The Stormlands;The Stormlands;The Stormlands;;The Stormlands;;;;;;;;;x
e_the_stormlands_adj;Stormlander;;The Stormlandser;;;;;;;;;;;x
e_the_vale;The Vale;The Vale;The Vale;;The Vale;;;;;;;;;x
e_the_vale_adj;Valemen;;The Valer;;;;;;;;;;;x
e_the_westerlands;The Westerlands;The Westerlands;The Westerlands;;The Westerlands;;;;;;;;;x
e_the_westerlands_adj;Westerlander;;The Westerlandser;;;;;;;;;;;x
e_valyrian_freehold;Valyrian Freehold;Valyrian Freehold;Valyrian Freehold;;Valyrian Freehold;;;;;;;;;x
e_valyrian_freehold_adj;Valyrian;;Valyrian Freeholder;;;;;;;;;;;x
