#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
fens;Fens;;;;;;;;;x
marsh;Marsh;;;;;;;;;x
barrens;Barrens;;;;;;;;;x
woods;Woodlands;;;;;;;;;x
volcanic_mountain;Volcanic Mountains;;;;;;;;;x
ca_arctic;Terrain - Arctic;;;;;;;;;;;;;x
ca_farmlands;Terrain - Farmlands;;;;;;;;;;;;;x
ca_forest;Terrain - Forests;;;;;;;;;;;;;x
ca_hills;Terrain - Hills;;;;;;;;;;;;;x
ca_woods;Terrain - Woods;;;;;;;;;;;;;x
ca_mountain;Terrain - Mountain;;;;;;;;;;;;;x
ca_volcanic_mountain;Terrain - Volcanic Mountain;;;;;;;;;;;;;x
ca_steppe;Terrain - Steppe;;;;;;;;;;;;;x
ca_plains;Terrain - Plains;;;;;;;;;;;;;x
ca_jungle;Terrain - Jungle;;;;;;;;;;;;;x
ca_fens;Terrain - Fens;;;;;;;;;;;;;x
ca_marsh;Terrain - Marsh;;;;;;;;;;;;;x
ca_desert;Terrain - Desert;;;;;;;;;;;;;x
ca_barrens;Terrain - Barrens;;;;;;;;;;;;;x
ca_coastal_desert;Terrain - Coastal Desert;;;;;;;;;;;;;x
b_arctic_desc;This terrain is cold, harsh and rugged. Life is sparse and living is hard.;;;;;;;;;;;;;x
b_farmlands_desc;Farms dominate the countryside in this regions. Life flourishes here.;;;;;;;;;;;;;x
b_forest_desc;Thick forest dominates this province, providing ample resources and food. However, the abundance of trees makes sieges considerably easier.;;;;;;;;;;;;;x
b_hills_desc;The terrain here is rugged and hilly and endlessly battered by wind.;;;;;;;;;;;;;x
b_woods_desc;Woodlands dominate this province, providing ample resources and food. Although not as extreme as the thicker forests found elsewhere, sieges are easier here due to easy access to wood.;;;;;;;;;;;;;x
b_mountain_desc; ;;;;;;;;;;;;;x
b_volcanic_mountain_desc;This region is harsh and unforgiving, blanketed with Volcanic ash and rugged rock. Although magma does not flow freely here, sinks and crevices dot the landscape, smoke and sometimes steam flowing from deep within.;;;;;;;;;;;;;x
b_steppe_desc; ;;;;;;;;;;;;;x
b_plains_desc; ;;;;;;;;;;;;;x
b_jungle_desc; ;;;;;;;;;;;;;x
b_fens_desc; ;;;;;;;;;;;;;x
b_marsh_desc; ;;;;;;;;;;;;;x
b_desert_desc; ;;;;;;;;;;;;;x
b_barrens_desc; ;;;;;;;;;;;;;x
b_coastal_desert_desc; ;;;;;;;;;;;;;x
