#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#The Seven Group;;;;;;;;;;;;;;x
the_seven_group;Faith of the Seven;Faith of the Seven;Faith of the Seven;;Faith of the Seven;;;;;;;;;x
the_seven;Faith of the Seven;Faith of the Seven;Faith of the Seven;;Faith of the Seven;;;;;;;;;x
the_seven_DESC;The Faith of the Seven, or the New Gods, is the primary religion of the Andals. Unlike the Old Gods, the followers of the Seven believe in one god with seven aspects, with each aspect represents one part of life or existence. These aspects are The Father, who represents justice, The Mother, who represents peace, The Maiden, who represents purity, The Crone, who represents Wisdom, The Warrior, who represents Strength, The Smith, who represents creation, and The Stranger, who represents death. The faith is a much more rigidly organized and practiced religion, with the central holy text being The Seven-Pointed Star. Regions are ruled by septs, who then answer to the high septon, the leader of the faithful.;;;;;;;;;;;;;x
the_seven_gods;The Seven Gods;;;;;;;;;;;;;x
the_seven_gods_DESC;The Seven Gods is a heresy of the main Seven faith, which instead interprets the Seven to instead be seven different gods, instead of seven different aspects. This makes this practice more in line with the Old Gods, and was likely influenced by them. While the heresy would not gain traction or noble followers, the misconception of there being seven gods instead of the seven aspects would remain.;;;;;;;;;;;;;x
the_mother;The Mother;;;;;;;;;;;;;x
the_mother_DESC;The Mother is a heavenly aspect of the Seven, whom represents mercy, peace, fertility, and childbirth. Her veneration is quite popular already amongst the Seven, but certain heresies would come to venerate her as the leader of the Seven, instead of the Father. Followers of this heresy were known to be more tolerant of female leaders in general, and thus may have female septons.;;;;;;;;;;;;;x
the_stranger;The Stranger;;;;;;;;;;;;;x
the_stranger_DESC;The Stranger is the heavenly aspect of death in the Faith of the Seven, whom represents death and the unknown. The Silent Sisters are known to serve him, as they are tasked with preparing the dead for funerals. Due to the wildly different representations of the Stranger, it is unknown if those who follow the Stranger worship all of his variations, like the Seven, or if they group his representations into one god.;;;;;;;;;;;;;x
the_smith;The Smith;;;;;;;;;;;;;x
the_smith_desc;The Smith is the further worship of one of the tenets of the Faith of the Seven, as its own monotheistic religion. Followers of the Smith believe he will bless them with aid on large projects, and that they will benefit from his power in their daily lives.\n\n This imbalance has caused them to be seen as heretical in the eyes of the Most Devout.;;;;;;;;;;;;;x
HOLY_VENTURE;Holy Venture;;;;;;;;;;;;;x
THE_SEVEN_POINTED_STAR;The Seven Pointed Star;;;;;;;;;;;;;x
POPE;High Septon;Grand Septon;;;Septón Supremo;;;;;;;;;x
SEPTON;Septon;;;;;;;;;;;;;x
THE_SEVEN;The Seven;The Seven;The Seven;;The Seven;;;;;;;;;x
THE_MOTHER;The Mother;;;;;;;;;;;;;x
THE_FATHER;The Father;;;;;;;;;;;;;x
THE_SMITH;The Smith;;;;;;;;;;;;;x
THE_MAIDEN;The Maiden;;;;;;;;;;;;;x
THE_CRONE;The Crone;;;;;;;;;;;;;x
THE_WARRIOR;The Warrior;;;;;;;;;;;;;x
THE_STRANGER;The Stranger;;;;;;;;;;;;;x
POPE;High Septon;;;;;;;;;;;;;x
HSEPTON;High Septon;;;;;;;;;;;;;x
HSEPTON_FOA;His Holiness;;;;;;;;;;;;;x
title_cardinal;Septon;;;;;;;;;;;;;x
FATHER;The Father;;;;;;;;;;;;;x
GOD_THE_CREATOR;The Creator;;;;;;;;;;;;;x
GOD_THE_SPIRITS;The Spirits;;;;;;;;;;;;;x
GOD_THE_ANCESTORS;The Ancestors;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Westerosi Pagan Group;;;;;;;;;;;;;;x
westerosi_pagan_group;Westerosi Pagan;;;;;;;;;;;;;x
lady_of_the_waves;The Lady of The Waves;;;;;;;;;;;;;x
lady_of_the_waves_DESC;The Lady of the Waves is the polytheistic religion of the Sistermen. It was one of four faiths followed by the First Men, but unlike the other three, it did not survive the Andal invasion of Westeros. This faith believed in two deities, The Lady of the Waves, and the Lord of the Skies. Little is known of the religion, or its practices and myths, but it was said that storms, which were believed to be sacred, were the result of the Lady of the Waves mating with the Lord of the Skies.;;;;;;;;;;;;;x
vulture_god;The Vulture;;;;;;;;;;;;;x
vulture_god_DESC;The Vulture is the Henotheistic faith of the Stone Dornishmen of the Red Mountains. Little is known of this faith, as it was quickly extinguished during the Andal and Rhoyane invasions of Dorne.;;;;;;;;;;;;;x
old_gods;The Old Gods;;;;;;;;;;;;;x
old_gods_DESC;The Old Gods of the Forest, or simply the Old Gods, is the traditional animistic faith of the Children of the Forest, and then the First Men. It is vastly different from the Seven, in that there is no rite, no uniform prayer, and no organized clergy. What is uniform of the religion however, is the sacredness of the godswood, and the weirwood trees that normally inhabit them. These places are usually where the followers of the Old Gods take to pray, and to listen to their gods. The Gods of the faith are nameless and numberless, and the children believed that each weirwood was inhabited by one of the gods.;;;;;;;;;;;;;x
old_gods_beyond;Beyond the Wall Old Gods;;;;;;;;;;;;;x
old_gods_beyond_DESC;Much like their southern cousins, the First Men that inhabit the lands beyond the wall worship the Old Gods. Unlike their southern cousins however, they are more primal and rural, with the gods being more natural beings that inhabit the lands around them, such as springs and the sacred weirwoods.;;;;;;;;;;;;;x
old_gods_beyond_white;The White Ones;;;;;;;;;;;;;x
old_gods_beyond_white_DESC;In the farthest reaches beyond the wall live savage, almost animalistic men, whom live a harsh, cold life near the land of Always Winter. Here, the influence of the Others is most felt, and as such, the men nearest their domains offer sacrifices and worship to them, so that they might be spared their icy wrath. Besides legend, little conclusive information is known about the Others, but it is generally accepted that a deity called the Great Other is their peer, and thus is the one whom receives the sacrifices and prayers.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Drowned God Group;;;;;;;;;;;;;;x
drowned_god_group;Iron Isles;;;;;;;;;;;;;x
drowned_god;The Drowned God;;;;;;;;;;;;;x
drowned_god_DESC;A Patron to most Ironborn, the Drowned God is the god of the seas, who commands the Ironborn to reave and reap in his name. All Ironborn who die in glorious battle are sent to his drowned halls and are waited on by mermaids. Drowning is a central theme to the religion, as all practitioners are ritually drowned at birth, for what is dead may never die, but rises again, harder and stronger!;;;;;;;;;;;;;x
storm_god;The Storm God;;;;;;;;;;;;;x
