#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DEATH_AMBUSH_MOUNTAIN_CLANSMEN;.;;;;;;;;;x
knighthood_the_seven;Knighthood of the Seven;;;;;;;;;x
knighthood_the_seven_desc;The Knighthood of the Seven attempts to promote honour and character of strength through prestige. Characters of Renown are granted a position and granted a Knighthood, so that they may serve the Seven Faith.;;;;;;;;;x
knighthood_the_seven_leader;Grandmaster;;;;;;;;;x
knighthood_the_seven_leader_desc;Grandmaster;;;;;;;;;x
knighthood_the_seven_rank_1_male;Page;;;;;;;;;x
knighthood_the_seven_rank_1_female;Page;;;;;;;;;x
knighthood_the_seven_rank_2_male;Squire;;;;;;;;;x
knighthood_the_seven_rank_2_female;Squire;;;;;;;;;x
knighthood_the_seven_rank_3_male;Knight;;;;;;;;;x
knighthood_the_seven_rank_3_female;Knight;;;;;;;;;x
knighthood_the_seven_rank_4_male;Senior Knight;;;;;;;;;x
knighthood_the_seven_rank_4_female;Senior Knight;;;;;;;;;x
currency_name_knighthood_the_seven;Silver Stars;;;;;;;;;x
