#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
k_andalos;Andalos;Andalos;Andalos;;Andalos;;;;;;;;;x
k_andalos_adj;Andalosian;;andaloser;;;;;;;;;;;x
k_beyond_the_wall;Beyond the Wall;Beyond the Wall;Beyond the Wall;;Beyond the Wall;;;;;;;;;x
k_beyond_the_wall_adj;Beyond the Wallian;;Beyond the Waller;;;;;;;;;;;x
k_braavos;Braavos;Braavos;Braavos;;Braavos;;;;;;;;;x
k_braavos_adj;Braavosian;;braavoser;;;;;;;;;;;x
k_crownlands;Crownlands;Crownlands;Crownlands;;Crownlands;;;;;;;;;x
k_crownlands_adj;Crownlandsian;;crownlandser;;;;;;;;;;;x
k_dorne;Dorne;Dorne;Dorne;;Dorne;;;;;;;;;x
k_dorne_adj;Dornean;;dorner;;;;;;;;;;;x
k_dusklands;Dusklands;Dusklands;Dusklands;;Dusklands;;;;;;;;;x
k_dusklands_adj;Dusklandsian;;dusklandser;;;;;;;;;;;x
k_lorath;Lorath;Lorath;Lorath;;Lorath;;;;;;;;;x
k_lorath_adj;Lorathian;;lorather;;;;;;;;;;;x
k_lys;Lys;Lys;Lys;;Lys;;;;;;;;;x
k_lys_adj;Lysian;;lyser;;;;;;;;;;;x
k_myr;Myr;Myr;Myr;;Myr;;;;;;;;;x
k_myr_adj;Myrian;;myrer;;;;;;;;;;;x
k_pentos;Pentos;Pentos;Pentos;;Pentos;;;;;;;;;x
k_pentos_adj;Pentosian;;pentoser;;;;;;;;;;;x
k_reach;Reach;Reach;Reach;;Reach;;;;;;;;;x
k_reach_adj;Reachian;;reacher;;;;;;;;;;;x
k_riverlands;Riverlands;Riverlands;Riverlands;;Riverlands;;;;;;;;;x
k_riverlands_adj;Riverlandsian;;riverlandser;;;;;;;;;;;x
k_stormlands;Stormlands;Stormlands;Stormlands;;Stormlands;;;;;;;;;x
k_stormlands_adj;Stormlandsian;;stormlandser;;;;;;;;;;;x
k_the_devout;The Devout;The Devout;The Devout;;The Devout;;;;;;;;;x
k_the_devout_adj;The Devoutian;;The Devouter;;;;;;;;;;;x
k_the_iron_islands;The Iron Islands;The Iron Islands;The Iron Islands;;The Iron Islands;;;;;;;;;x
k_the_iron_islands_adj;The Iron Islandsian;;The Iron Islandser;;;;;;;;;;;x
k_the_nights_watch;The Night's Watch;The Night's Watch;The Night's Watch;;The Night's Watch;;;;;;;;;x
k_the_nights_watch_adj;The Nights Watchian;;The Night's Watcher;;;;;;;;;;;x
k_the_north;The North;The North;The North;;The North;;;;;;;;;x
k_the_north_adj;The Northian;;The Norther;;;;;;;;;;;x
k_the_stepstones;The Stepstones;The Stepstones;The Stepstones;;The Stepstones;;;;;;;;;x
k_the_stepstones_adj;The Stepstonesian;;The Stepstoneser;;;;;;;;;;;x
k_the_vale;The Vale;The Vale;The Vale;;The Vale;;;;;;;;;x
k_the_vale_adj;The Valean;;The Valer;;;;;;;;;;;x
k_tyrosh;Tyrosh;Tyrosh;Tyrosh;;Tyrosh;;;;;;;;;x
k_tyrosh_adj;Tyroshian;;tyrosher;;;;;;;;;;;x
k_westerlands;Westerlands;Westerlands;Westerlands;;Westerlands;;;;;;;;;x
k_westerlands_adj;Westerlandsian;;westerlandser;;;;;;;;;;;x
