#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CB_NAME_TSK_COUNTY_CONQUEST;County Conquest;;;;;;;;;;;;;x
WAR_NAME_TSK_COUNTY_CONQUEST;County Conquest;;;;;;;;;;;;;x
CB_NAME_TSK_DUCHY_CONQUEST;Duchy Invasion;;;;;;;;;;;;;x
WAR_NAME_TSK_DUCHY_CONQUEST;Duchy Invasion;;;;;;;;;;;;;x
CB_NAME_TSK_DUCHY_SUBJUGATION;Duchy Subjugation;;;;;;;;;;;;;x
WAR_NAME_TSK_DUCHY_SUBJUGATION;Duchy Subjugation;;;;;;;;;;;;;x
CB_NAME_TSK_KINGDOM_CONQUEST;Kingdom Invasion;;;;;;;;;;;;;x
WAR_NAME_TSK_KINGDOM_CONQUEST;Kingdom Invasion;;;;;;;;;;;;;x
CB_NAME_TSK_KINGDOM_SUBJUGATION;Kingdom Subjugation;;;;;;;;;;;;;x
WAR_NAME_TSK_KINGDOM_SUBJUGATION;Kingdom Subjugation;;;;;;;;;;;;;x
tsk_county_conquest_desc; ;;;;;;;;;;;;;x
tsk_duchy_conquest_desc; ;;;;;;;;;;;;;x
tsk_duchy_subjugation_desc; ;;;;;;;;;;;;;x
tsk_kingdom_conquest_desc; ;;;;;;;;;;;;;x
tsk_kingdom_subjugation_desc; ;;;;;;;;;;;;;x
high_kingdom_subjugation_desc;You have chosen to subjugate your fellow neighbor rulers to unite your and their kingdoms under one banner. You can attack any independent ruler of your region with a small loss of prestige. Free men are always willing to follow the mightiest ruler...;;;;;;;;;;;;;x
CB_NAME_HIGH_KINGDOM_SUBJUGATION;Subjugation;Assujettissement;Unterwerfung;;Subyugación;;;;;;;;;x
WAR_NAME_HIGH_KINGDOM_SUBJUGATION;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Subjugation War;$ORDER$Guerre d'assujettissement $FIRST_ADJ$-$SECOND_ADJ$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$er Unterwerfungskrieg;;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Guerra de subyugación;;;;;;;;;x
CB_NAME_EMPIRE_SUBJUGATION;High King Subjugation;;;;;;;;;;;;;x
WAR_NAME_EMPIRE_SUBJUGATION;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ High King Subjugation War;;;;;;;;;;;;;x
empire_subjugation_desc;As the dominant force in the region the time of petty Kings and squabbling nobles are almost at an end, you can now subjugate and shatter the realm of those who did not bent the knee.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
CB_NAME_TSK_CELTIGAR_INVASION;Valyrian Invasion;;;;;;;;;;;;;x
WAR_NAME_TSK_CELTIGAR_INVASION;Valyrian Invasion;;;;;;;;;;;;;x
tsk_celtigar_invasion_desc;Adrian seeks the Claw. In a great invasion he landed at its southeastern coast and took the nearby holdings. However, the King of the Claw did not stand still and gathered a host to face his new enemy.;;;;;;;;;;;;;x
CB_NAME_TSK_DISMANTLE_HIGH_KINGDOM;Realm dismantling;;;;;;;;;;;;;x
WAR_NAME_TSK_DISMANTLE_HIGH_KINGDOM;The Dismantling of [Title.GetBaseName];;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
CB_NAME_TSK_SUBJUGATION;Subjugation;;;;;;;;;;;;;x
WAR_NAME_TSK_SUBJUGATION;The subjugation of [Title.Holder.GetTitledName];;;;;;;;;;;;;x
tsk_subjugation_desc;You can subjugate neighboring subrealms of other rulers to expand your power.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
CB_NAME_FINVASION;War for the Wall;;;;;;;;;;;;;x
WAR_NAME_FINVASION;Invasion of the Wall;;;;;;;;;;;;;x
tsk_freefolk_invasion_desc;[Root.GetTitledName], a respected chieftain of the free folk has amassed a great following of free men and women, and is now poised to invade the and pillage the riches of the southron lordlings...;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
CB_NAME_WILDLING_CONQUEST;War-Band Brawl;;;;;;;;;;;;;x
WAR_NAME_WILDLING_CONQUEST;Chieftain Struggle;;;;;;;;;;;;;x
wilidling_conquest_desc;North of the Wall the constant struggle for better land between chieftains is as sure as winter...;;;;;;;;;;;;;x
